mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
Marília,2011,208,529,10,1,33,3529005,218228,0,NA,95.3131587147387,242.40702384661913,4.582363399747053,0.45823633997470536,15.121799219165277,0,0
Marinópolis,2011,2,13,0,20,0,3529104,2107,0,NA,94.92168960607499,616.9909824394874,0,949.2168960607498,0,0,0
Martinópolis,2011,8,196,3,154,7,3529203,24363,0,NA,32.83667856996265,804.4986249640848,12.313754463735991,632.106062471781,28.732093748717315,0,0
Matão,2011,92,890,1,392,11,3529302,77172,1,1985,119.21422277509977,1153.268024672161,1.2958067692945627,507.9562535634686,14.25387446224019,1,0
Mauá,2011,890,5,47,1,79,3529401,421184,1,1967,211.30907156967027,1.1871296155599453,11.159018386263485,0.23742592311198907,18.756647925847137,1,0
Mendonça,2011,3,48,1,17,2,3529500,4708,0,NA,63.72132540356839,1019.5412064570943,21.240441801189466,361.0875106202209,42.48088360237893,0,0
Meridiano,2011,0,36,0,19,0,3529609,3842,0,NA,0,937.0119729307652,0,494.53409682457055,0,0,0
Mesópolis,2011,1,4,0,4,0,3529658,1883,0,NA,53.10674455655868,212.42697822623472,0,212.42697822623472,0,0,0
Miguelópolis,2011,13,302,0,168,12,3529708,20561,0,NA,63.22649676572151,1468.8001556344536,0,817.0808812800934,58.36292009143524,0,0
Mineiros do Tietê,2011,9,75,1,42,3,3529807,12086,0,NA,74.46632467317558,620.5527056097965,8.274036074797285,347.509515141486,24.822108224391858,0,0
Mira Estrela,2011,0,22,1,4,2,3530003,2837,0,NA,0,775.4670426506873,35.24850193866761,140.99400775467043,70.49700387733522,0,0
Miracatu,2011,18,562,6,116,8,3529906,20455,0,NA,87.99804448790027,2747.4945001222195,29.332681495966757,567.0985089220239,39.11024199462234,0,0
Mirandópolis,2011,11,314,1,157,11,3530102,27602,0,NA,39.85218462430259,1137.598724730092,3.622925874936599,568.799362365046,39.85218462430259,0,0
Mirante do Paranapanema,2011,7,205,6,141,4,3530201,17124,1,2018,40.87829946274235,1197.1501985517402,35.038542396636295,823.4057463209531,23.3590282644242,0,0
Mirassol,2011,63,998,2,438,17,3530300,54211,0,NA,116.21257678330966,1840.9547877736989,3.6892881518511005,807.954105255391,31.358949290734355,0,0
Mirassolândia,2011,4,45,0,40,0,3530409,4338,0,NA,92.20839096357768,1037.344398340249,0,922.0839096357769,0,0,0
Mococa,2011,63,561,1,366,13,3530508,66345,1,1984,94.95817318562062,845.5799231290979,1.5072725902479465,551.6617680307484,19.594543673223303,1,0
Mogi das Cruzes,2011,1034,5,32,1,102,3530607,392195,1,2002,263.64436058593304,1.2748760183072196,8.159206517166206,0.25497520366144394,26.00747077346728,0,1
Mogi Guaçu,2011,329,380,4,751,47,3530706,138244,1,1982,237.9850120077544,274.8763056624519,2.8934347964468623,543.2423830328983,33.99785885825063,1,0
Mogi Mirim,2011,335,1226,4,537,49,3530805,86892,1,1980,385.5360677622796,1410.9469226165816,4.60341573447498,618.0085623532661,56.391842747318506,1,0
Mombuca,2011,5,46,1,24,1,3530904,3278,1,2009,152.5320317266626,1403.2946918852958,30.50640634533252,732.1537522879805,30.50640634533252,0,1
Monções,2011,0,7,0,20,0,3531001,2138,0,NA,0,327.4087932647334,0,935.4536950420954,0,0,0
Mongaguá,2011,221,455,9,311,16,3531100,47152,1,1991,468.6969799796403,964.9643705463183,19.08720732948761,659.5690532745165,33.93281303020021,1,0
Monte Alegre do Sul,2011,2,67,1,12,0,3531209,7216,0,NA,27.716186252771617,928.4922394678492,13.858093126385809,166.29711751662973,0,0,0
Monte Alto,2011,67,603,2,243,13,3531308,46874,1,1986,142.93638264282973,1286.4274437854674,4.266757690830738,518.4110594359346,27.733924990399796,1,0
Monte Aprazível,2011,20,301,2,176,1,3531407,22002,0,NA,90.90082719752749,1368.057449322789,9.09008271975275,799.9272793382421,4.545041359876375,0,0
Monte Azul Paulista,2011,6,208,1,126,4,3531506,18883,1,1986,31.774612084944128,1101.5198856113964,5.295768680824022,667.2668537838267,21.183074723296087,1,0
Monte Castelo,2011,0,4,0,15,2,3531605,4061,0,NA,0,98.49790691947797,0,369.36715094804237,49.248953459738985,0,0
Monte Mor,2011,103,573,9,207,18,3531803,49840,1,1979,206.661316211878,1149.6789727126804,18.057784911717498,415.3290529695024,36.115569823434996,1,0
Monteiro Lobato,2011,3,42,0,6,0,3531704,4159,0,NA,72.1327242125511,1009.8581389757153,0,144.2654484251022,0,0,0
Morro Agudo,2011,11,380,1,133,6,3531902,29399,1,1964,37.416238647573046,1292.5609714616144,3.401476240688459,452.39634001156503,20.408857444130753,1,0
Morungaba,2011,16,66,3,37,0,3532009,11912,0,NA,134.3183344526528,554.0631296171927,25.184687709872396,310.61114842175954,0,0,0
Motuca,2011,1,23,1,28,0,3532058,4322,0,NA,23.137436372049976,532.1610365571495,23.137436372049976,647.8482184173994,0,0,0
Murutinga do Sul,2011,0,42,0,19,1,3532108,4203,0,NA,0,999.2862241256246,0,452.05805377111585,23.792529145848206,0,0
Nantes,2011,0,7,0,11,1,3532157,2741,0,NA,0,255.3812477198103,0,401.31338927398764,36.48303538854432,0,0
Narandiba,2011,0,37,0,56,0,3532207,4330,0,NA,0,854.5034642032332,0,1293.3025404157045,0,0,0
Natividade da Serra,2011,2,73,0,26,2,3532306,6657,0,NA,30.043563166591557,1096.590055580592,0,390.5663211656903,30.043563166591557,0,0
Nazaré Paulista,2011,16,234,3,41,13,3532405,16568,0,NA,96.57170449058425,1412.3611781747948,18.10719459198455,247.46499275712213,78.4645098985997,0,0
Neves Paulista,2011,3,75,2,71,3,3532504,8762,0,NA,34.23875827436658,855.9689568591647,22.82583884957772,810.3172791600092,34.23875827436658,0,0
Nhandeara,2011,4,123,1,66,4,3532603,10766,0,NA,37.1540033438603,1142.485602823704,9.288500835965076,613.041055173695,37.1540033438603,0,0
Nipoã,2011,3,87,0,39,0,3532702,4351,0,NA,68.9496667432774,1999.5403355550447,0,896.3456676626063,0,0,0
Nova Aliança,2011,0,58,0,56,1,3532801,5977,0,NA,0,970.3864815124645,0,936.9248787016897,16.730801405387318,0,0
Nova Campina,2011,2,66,0,33,1,3532827,8609,0,NA,23.23150191659891,766.639563247764,0,383.319781623882,11.615750958299454,0,0
Nova Canaã Paulista,2011,1,12,0,12,0,3532843,2086,0,NA,47.93863854266539,575.2636625119846,0,575.2636625119846,0,0,0
Nova Castilho,2011,0,7,0,2,0,3532868,1135,0,NA,0,616.7400881057268,0,176.2114537444934,0,0,0
Nova Europa,2011,1,65,1,23,3,3532900,9453,0,NA,10.578652279699565,687.6123981804718,10.578652279699565,243.30900243309003,31.735956839098698,0,0
Nova Granada,2011,9,211,2,104,7,3533007,19346,0,NA,46.521244701747136,1090.6647368965162,10.338054378166028,537.5788276646335,36.1831903235811,0,0
Nova Guataporanga,2011,0,10,0,24,0,3533106,2184,0,NA,0,457.87545787545787,0,1098.901098901099,0,0,0
Nova Independência,2011,0,31,0,27,0,3533205,3145,0,NA,0,985.691573926868,0,858.5055643879174,0,0,0
Nova Luzitânia,2011,0,8,0,17,1,3533304,3494,0,NA,0,228.96393817973666,0,486.54836863194043,28.620492272467082,0,0
Nova Odessa,2011,319,883,3,253,17,3533403,51946,1,1987,614.0992569206484,1699.8421437646787,5.7752281215108,487.0442382474108,32.726292688561195,1,0
Novais,2011,2,20,0,38,1,3533254,4697,0,NA,42.58037044922291,425.8037044922291,0,809.0270385352353,21.290185224611456,0,0
Novo Horizonte,2011,31,411,1,236,12,3533502,36912,0,NA,83.98352839185088,1113.4590377113134,2.7091460771564804,639.3584742089294,32.50975292587776,0,0
Nuporanga,2011,4,52,1,41,0,3533601,6856,0,NA,58.34305717619603,758.4597432905484,14.585764294049007,598.0163360560093,0,0,0
Ocauçu,2011,0,29,0,18,0,3533700,4163,0,NA,0,696.6130194571223,0,432.3804948354552,0,0,0
Óleo,2011,1,11,0,6,1,3533809,2648,0,NA,37.764350453172206,415.40785498489424,0,226.58610271903325,37.764350453172206,0,0
Olímpia,2011,78,798,2,277,12,3533908,50332,0,NA,154.97099260907572,1585.4724628466981,3.9736151951045064,550.3457045219741,23.841691170627037,0,0
Onda Verde,2011,0,51,0,19,0,3534005,3920,0,NA,0,1301.0204081632653,0,484.6938775510204,0,0,0
Oriente,2011,3,22,0,19,2,3534104,6119,0,NA,49.027618891975806,359.5358718744893,0,310.50825298251345,32.685079261317206,0,0
Orindiúva,2011,6,53,0,23,2,3534203,5791,0,NA,103.60904852357105,915.213261958211,0,397.1680193403557,34.53634950785702,0,0
Orlândia,2011,55,496,2,210,2,3534302,40071,0,NA,137.25636994335056,1237.8028998527614,4.991140725212747,524.0697761473385,4.991140725212747,0,0
Osasco,2011,3,10,73,3,133,3534401,667826,1,1990,0.4492188084920324,1.4973960283067744,10.930991006639454,0.4492188084920324,19.915367176480103,1,0
Oscar Bressane,2011,1,14,0,14,0,3534500,2536,0,NA,39.43217665615142,552.0504731861199,0,552.0504731861199,0,0,0
Osvaldo Cruz,2011,9,457,3,148,6,3534609,31014,0,NA,29.01915264074289,1473.5280840910557,9.67305088024763,477.20384342554974,19.34610176049526,0,0
Ourinhos,2011,120,138,10,745,39,3534708,103739,1,2019,115.67491493073965,133.02615217035057,9.639576244228305,718.1484301950087,37.59434735249039,0,0
Ouro Verde,2011,3,52,0,36,1,3534807,7850,0,NA,38.21656050955414,662.4203821656051,0,458.59872611464965,12.738853503184712,0,0
Ouroeste,2011,3,91,0,52,2,3534757,8567,0,NA,35.01809268121863,1062.215477996965,0,606.9802731411229,23.34539512081242,0,0
Pacaembu,2011,3,62,1,98,4,3534906,13280,0,NA,22.590361445783135,466.86746987951807,7.530120481927711,737.9518072289156,30.120481927710845,0,0
Palestina,2011,5,58,1,39,10,3535002,11201,0,NA,44.63887152932774,517.8109097402019,8.927774305865547,348.1831979287564,89.27774305865547,0,0
Palmares Paulista,2011,1,55,1,82,3,3535101,11126,1,1994,8.987956138774042,494.33758763257237,8.987956138774042,737.0124033794715,26.96386841632213,1,0
Palmeira d'Oeste,2011,9,65,1,43,1,3535200,9527,0,NA,94.46835310171093,682.2714390679123,10.49648367796788,451.3487981526188,10.49648367796788,0,0
Palmital,2011,7,229,2,92,9,3535309,21223,0,NA,32.98308438957734,1079.0180464590303,9.423738397022099,433.49196626301654,42.40682278659945,0,0
Panorama,2011,13,171,2,170,6,3535408,14655,0,NA,88.70692596383486,1166.837256908905,13.647219379051519,1160.013647219379,40.941658137154555,0,0
Paraguaçu Paulista,2011,7,664,2,346,5,3535507,42482,1,1996,16.47756696954004,1563.0149239677983,4.70787627701144,814.4625959229792,11.7696906925286,1,0
Paraibuna,2011,10,171,1,83,3,3535606,17417,0,NA,57.41516908767296,981.7993913992077,5.741516908767297,476.54590342768563,17.22455072630189,0,0
Paraíso,2011,0,47,0,30,0,3535705,5934,1,2002,0,792.0458375463431,0,505.5611729019211,0,0,1
Paranapanema,2011,2,72,0,89,7,3535804,17984,0,NA,11.120996441281138,400.355871886121,0,494.88434163701066,38.92348754448398,0,0
Paranapuã,2011,1,30,0,40,3,3535903,3829,0,NA,26.116479498563596,783.4943849569079,0,1044.6591799425437,78.34943849569079,0,0
Parapuã,2011,2,81,0,83,6,3536000,10824,0,NA,18.477457501847745,748.3370288248337,0,766.8144863266815,55.432372505543235,0,0
Pardinho,2011,1,39,0,16,0,3536109,5647,0,NA,17.708517797060384,690.6321940853551,0,283.33628475296615,0,0,0
Pariquera-Açu,2011,18,275,3,112,9,3536208,18507,0,NA,97.26049602852974,1485.9242448803157,16.210082671421624,605.176419733074,48.63024801426487,0,0
Parisi,2011,0,14,0,10,2,3536257,2038,0,NA,0,686.9479882237488,0,490.6771344455349,98.13542688910697,0,0
Patrocínio Paulista,2011,8,108,2,29,3,3536307,13122,1,1996,60.966316110349034,823.045267489712,15.241579027587258,221.00289590001523,22.862368541380885,1,0
Paulicéia,2011,6,90,1,66,4,3536406,6419,0,NA,93.47250350521888,1402.0875525782833,15.578750584203146,1028.1975385574076,62.31500233681258,0,0
Paulínia,2011,325,352,6,523,32,3536505,84512,1,1980,384.5607724346838,416.50889814464216,7.099583491101856,618.8470276410451,37.86444528587656,1,0
Paulistânia,2011,2,14,0,16,0,3536570,1779,0,NA,112.42270938729624,786.9589657110737,0,899.3816750983699,0,0,0
Paulo de Faria,2011,2,87,0,43,5,3536604,8598,0,NA,23.261223540358223,1011.8632240055827,0,500.11630611770175,58.153058850895555,0,0
Pederneiras,2011,26,556,6,340,14,3536703,41872,0,NA,62.094000764233854,1327.8563240351548,14.329384791746273,811.9984715322888,33.435231180741305,0,0
Pedra Bela,2011,3,60,0,22,1,3536802,5793,0,NA,51.78663904712584,1035.732780942517,0,379.7686863455895,17.262213015708614,0,0
Pedranópolis,2011,2,13,0,7,2,3536901,2544,0,NA,78.61635220125787,511.00628930817606,0,275.1572327044025,78.61635220125787,0,0
Pedregulho,2011,11,121,1,82,4,3537008,15754,1,2017,69.82353687952266,768.0589056747493,6.347594261774788,520.5027294655325,25.39037704709915,0,0
Pedreira,2011,111,404,4,280,8,3537107,42045,1,1996,264.002854084909,960.8752527054346,9.513616363420144,665.9531454394102,19.02723272684029,1,0
Pedrinhas Paulista,2011,1,10,0,14,3,3537156,2946,0,NA,33.944331296673454,339.44331296673454,0,475.22063815342835,101.83299389002036,0,0
Pedro de Toledo,2011,1,89,1,45,4,3537206,10282,0,NA,9.725734292939116,865.5903520715814,9.725734292939116,437.65804318226026,38.90293717175646,0,0
Penápolis,2011,76,835,3,370,11,3537305,58807,0,NA,129.2363154046287,1419.8989916166443,5.101433502814291,629.1767986804292,18.70525617698573,0,0
Pereira Barreto,2011,8,369,2,146,8,3537404,24957,0,NA,32.05513483191089,1478.5430941218897,8.013783707977723,585.0062106823736,32.05513483191089,0,0
Pereiras,2011,4,36,0,27,4,3537503,7548,0,NA,52.994170641229466,476.94753577106513,0,357.7106518282989,52.994170641229466,0,0
Peruíbe,2011,164,430,10,254,17,3537602,60412,1,2009,271.46924452095607,711.7791167317752,16.553002714692447,420.4462689531881,28.140104614977158,0,1
Piacatu,2011,3,54,0,42,4,3537701,5338,0,NA,56.20082427875609,1011.6148370176096,0,786.8115399025852,74.93443237167479,0,0
Piedade,2011,40,561,3,184,16,3537800,52297,1,2004,76.48622291909669,1072.7192764403312,5.7364667189322525,351.8366254278448,30.59448916763868,0,1
Pilar do Sul,2011,39,348,1,90,9,3537909,26595,0,NA,146.64410603496898,1308.5166384658771,3.7601052829479222,338.409475465313,33.840947546531304,0,0
Pindamonhangaba,2011,389,629,20,623,44,3538006,148604,1,1969,261.769535140373,423.2725902398321,13.458587924954914,419.23501386234557,29.60889343490081,1,0
Pindorama,2011,9,135,0,122,5,3538105,15187,0,NA,59.261210245604794,888.9181536840719,0,803.3186277737539,32.92289458089155,0,0
Pinhalzinho,2011,12,146,0,72,4,3538204,13268,1,1984,90.44317154054869,1100.391920410009,0,542.6590292432921,30.147723846849562,1,0
Piquerobi,2011,0,16,0,23,0,3538303,3542,0,NA,0,451.7221908526256,0,649.3506493506494,0,0,0
Piquete,2011,6,93,0,72,1,3538501,14023,0,NA,42.786850174712974,663.1961777080511,0,513.4422020965557,7.131141695785495,0,0
Piracaia,2011,39,433,3,185,12,3538600,25252,1,1981,154.44321241881832,1714.7156660858545,11.88024710913987,732.6152383969587,47.52098843655948,1,0
Piracicaba,2011,552,7,43,2,53,3538709,367289,1,1990,150.29037079792752,1.905856151422994,11.707402073026962,0.5445303289779982,14.430053717916953,1,0
Piraju,2011,23,310,2,228,5,3538808,28519,0,NA,80.64798905992497,1086.9946351555102,7.012868613906518,799.4670219853431,17.532171534766295,0,0
Pirajuí,2011,4,172,0,124,5,3538907,22904,0,NA,17.464198393293746,750.9605309116312,0,541.3901501921061,21.830247991617185,0,0
Pirangi,2011,6,118,1,76,4,3539004,10668,0,NA,56.24296962879641,1106.1117360329959,9.373828271466067,712.4109486314211,37.49531308586427,0,0
Pirapora do Bom Jesus,2011,7,133,2,34,2,3539103,15989,1,2005,43.78009881793733,831.8218775408093,12.508599662267809,212.64619425855275,12.508599662267809,0,1
Pirapozinho,2011,12,122,3,145,3,3539202,24893,0,NA,48.20632306270839,490.097617804202,12.051580765677098,582.4930703410597,12.051580765677098,0,0
Pirassununga,2011,172,126,8,501,13,3539301,70481,1,1988,244.03740015039514,178.7715838311034,11.350576751181169,710.8298690427207,18.4446872206694,1,0
Piratininga,2011,9,83,2,54,2,3539400,12186,0,NA,73.8552437223043,681.1094698834728,16.412276382734284,443.1314623338257,16.412276382734284,0,0
Pitangueiras,2011,14,309,5,301,12,3539509,35626,1,1989,39.29714253634986,867.3440745522933,14.03469376298209,844.888564531522,33.68326503115702,1,0
Planalto,2011,2,39,0,22,1,3539608,4524,0,NA,44.208664898320066,862.0689655172414,0,486.2953138815208,22.104332449160033,0,0
Platina,2011,0,34,0,19,1,3539707,3217,0,NA,0,1056.885296860429,0,590.6123717749456,31.084861672365555,0,0
Poá,2011,383,1088,13,447,37,3539806,106797,1,2007,358.6243059261964,1018.7552084796389,12.17262657190745,418.5510828955869,34.645167935428894,0,1
Poloni,2011,1,35,0,18,2,3539905,5443,0,NA,18.37222120154327,643.0277420540143,0,330.6999816277788,36.74444240308654,0,0
Pompéia,2011,7,137,1,60,8,3540002,20102,0,NA,34.822405730773056,681.5242264451299,4.974629390110437,298.47776340662625,39.79703512088349,0,0
Pongaí,2011,2,24,0,13,2,3540101,3465,0,NA,57.72005772005772,692.6406926406927,0,375.18037518037517,57.72005772005772,0,0
Pontal,2011,53,324,2,156,14,3540200,41055,1,1975,129.09511630739252,789.1852393131167,4.871513822920472,379.9780781877969,34.10059676044331,1,0
Pontalinda,2011,2,29,0,21,3,3540259,4115,0,NA,48.60267314702309,704.7387606318348,0,510.3280680437424,72.90400972053463,0,0
Pontes Gestal,2011,0,14,0,20,0,3540309,2516,0,NA,0,556.4387917329093,0,794.912559618442,0,0,0
Populina,2011,3,15,1,22,0,3540408,4206,0,NA,71.32667617689016,356.6333808844508,23.775558725630052,523.0622919638612,0,0,0
Porangaba,2011,2,39,0,27,2,3540507,8454,0,NA,23.65744026496333,461.32008516678496,0,319.375443577005,23.65744026496333,0,0
Porto Feliz,2011,72,464,3,195,13,3540606,49152,1,1995,146.484375,944.0104166666666,6.103515625,396.728515625,26.448567708333332,1,0
Porto Ferreira,2011,109,845,3,361,16,3540705,51704,1,1999,210.81541079993812,1634.302955283924,5.802259012842334,698.205167878694,30.945381401825774,1,0
Potim,2011,7,147,7,61,10,3540754,19842,0,NA,35.27870174377583,740.8527366192924,35.27870174377583,307.4286866243322,50.39814534825119,0,0
Potirendaba,2011,6,247,0,92,3,3540804,15587,1,1997,38.49361647526785,1584.6538782318598,0,590.2354526207737,19.246808237633925,1,0
Pracinha,2011,0,11,0,14,0,3540853,2968,0,NA,0,370.6199460916442,0,471.6981132075471,0,0,0
Pradópolis,2011,6,248,1,88,3,3540903,17720,0,NA,33.86004514672686,1399.548532731377,5.64334085778781,496.61399548532734,16.93002257336343,0,0
Praia Grande,2011,648,10,46,1,108,3541000,267306,1,1990,242.41880092478286,3.7410308784688713,17.208742040956807,0.37410308784688706,40.403133487463805,1,0
Pratânia,2011,4,9,0,20,0,3541059,4649,0,NA,86.04000860400086,193.59001935900193,0,430.20004302000433,0,0,0
Presidente Alves,2011,1,19,0,18,0,3541109,4108,0,NA,24.342745861733203,462.5121713729309,0,438.1694255111977,0,0,0
Presidente Bernardes,2011,2,41,0,56,2,3541208,13486,0,NA,14.830194275545008,304.0189826486727,0,415.24543971526026,14.830194275545008,0,0
Presidente Epitácio,2011,23,593,2,385,20,3541307,41473,0,NA,55.45776770428954,1429.8459238540736,4.822414582981699,928.3148072239771,48.22414582981699,0,0
Presidente Prudente,2011,196,382,12,2,32,3541406,209024,0,NA,93.76913655848132,182.75413349663197,5.740967544396816,0.9568279240661359,15.309246785058175,0,0
Presidente Venceslau,2011,5,324,6,301,6,3541505,37953,0,NA,13.174189128659131,853.6874555371116,15.809026954390957,793.0861855452796,15.809026954390957,0,0
Promissão,2011,61,696,2,214,12,3541604,36025,0,NA,169.3268563497571,1931.991672449688,5.551700208188758,594.0319222761971,33.31020124913255,0,0
Quadra,2011,3,33,0,7,3,3541653,3281,1,2009,91.43553794574825,1005.7909174032308,0,213.34958854007925,91.43553794574825,0,1
Quatá,2011,2,67,0,40,0,3541703,12887,1,1974,15.519515791107317,519.9037790020951,0,310.39031582214636,0,1,0
Queiroz,2011,2,22,0,21,0,3541802,2857,0,NA,70.00350017500875,770.0385019250963,0,735.0367518375919,0,0,0
Queluz,2011,2,101,0,93,6,3541901,11478,0,NA,17.424638438752396,879.944241156996,0,810.2456874019864,52.27391531625719,0,0
Quintana,2011,1,23,0,23,0,3542008,6047,0,NA,16.5371258475277,380.3538944931371,0,380.3538944931371,0,0,0
Rafard,2011,13,55,0,36,1,3542107,8631,1,2005,150.61985864905574,637.2378635152357,0,417.10114702815434,11.586142973004288,0,1
Rancharia,2011,18,448,1,395,3,3542206,28806,1,1970,62.486981878775254,1555.2315489828509,3.471498993265292,1371.2421023397903,10.414496979795876,1,0
Redenção da Serra,2011,1,39,0,7,1,3542305,3860,0,NA,25.906735751295336,1010.3626943005182,0,181.34715025906735,25.906735751295336,0,0
Regente Feijó,2011,8,175,2,170,3,3542404,18609,0,NA,42.989951098930625,940.4051802891075,10.747487774732656,913.5364608522758,16.12123166209898,0,0
Reginópolis,2011,0,24,0,21,1,3542503,7521,0,NA,0,319.10650179497406,0,279.2181890706023,13.296104241457252,0,0
Registro,2011,66,817,8,315,21,3542602,54300,0,NA,121.54696132596686,1504.6040515653774,14.732965009208103,580.1104972375691,38.67403314917127,0,0
Restinga,2011,6,87,1,35,7,3542701,6664,0,NA,90.0360144057623,1305.5222088835535,15.006002400960384,525.2100840336135,105.04201680672269,0,0
Ribeira,2011,1,6,1,10,0,3542800,3347,0,NA,29.877502240812667,179.26501344487602,29.877502240812667,298.7750224081267,0,0,0
Ribeirão Bonito,2011,0,76,2,105,5,3542909,12203,0,NA,0,622.7976727034336,16.389412439564044,860.4441530771122,40.97353109891011,0,0
Ribeirão Branco,2011,2,119,3,92,14,3543006,18042,0,NA,11.085245538188671,659.5721095222259,16.627868307283006,509.92129475667883,77.5967187673207,0,0
Ribeirão Corrente,2011,3,39,1,11,0,3543105,4303,0,NA,69.7188008366256,906.344410876133,23.239600278875205,255.63560306762724,0,0,0
Ribeirão do Sul,2011,1,19,0,19,1,3543204,4442,0,NA,22.512381809995496,427.7352543899144,0,427.7352543899144,22.512381809995496,0,0
Ribeirão dos Índios,2011,0,6,0,11,0,3543238,2184,0,NA,0,274.72527472527474,0,503.6630036630037,0,0,0
Ribeirão Grande,2011,4,54,1,20,2,3543253,7424,0,NA,53.87931034482759,727.3706896551724,13.469827586206897,269.39655172413796,26.939655172413794,0,0
Ribeirão Pires,2011,456,1071,10,352,22,3543303,113725,1,1960,400.9672455484722,941.7454385579248,8.793141349747197,309.51857551110135,19.344910969443834,1,0
Ribeirão Preto,2011,857,15,44,2,100,3543402,612339,1,1994,139.9551555592572,2.4496234928691463,7.185562245749495,0.3266164657158861,16.33082328579431,1,0
Rifaina,2011,3,38,0,39,0,3543600,3445,1,2011,87.08272859216255,1103.0478955007256,0,1132.0754716981132,0,0,1
Rincão,2011,0,82,0,50,5,3543709,10420,0,NA,0,786.9481765834933,0,479.84644913627636,47.98464491362764,0,0
Rinópolis,2011,2,49,1,29,1,3543808,9910,0,NA,20.181634712411707,494.45005045408675,10.090817356205854,292.63370332996976,10.090817356205854,0,0
Rio Claro,2011,1288,4,42,1,49,3543907,187637,1,1996,686.4317805123723,2.1317757158769326,22.383645016707792,0.5329439289692331,26.114252519492425,1,0
Rio das Pedras,2011,54,303,5,222,14,3544004,29962,1,1968,180.22828916627728,1011.2809558774447,16.687804552433082,740.9385221280288,46.72585274681263,1,0
Rio Grande da Serra,2011,14,253,1,213,7,3544103,44502,1,2017,31.459260257965934,568.5137746618129,2.247090018426138,478.6301739247674,15.729630128982967,0,0
Riolândia,2011,1,132,0,111,3,3544202,10730,0,NA,9.319664492078285,1230.1957129543337,0,1034.4827586206895,27.958993476234852,0,0
Riversul,2011,1,39,0,45,6,3543501,6084,0,NA,16.43655489809336,641.025641025641,0,739.6449704142011,98.61932938856016,0,0
Rosana,2011,7,198,1,128,7,3544251,19343,0,NA,36.18880215064881,1023.626117975495,5.1698288786641164,661.7380964690069,36.18880215064881,0,0
Roseira,2011,6,95,2,26,1,3544301,9677,0,NA,62.002686783093935,981.7092073989872,20.66756226103131,268.67830939340706,10.333781130515655,0,0
Rubiácea,2011,0,13,0,19,0,3544400,2759,0,NA,0,471.1852120333454,0,688.6553098948895,0,0,0
Rubinéia,2011,2,22,0,10,1,3544509,2881,0,NA,69.42034015966678,763.6237417563347,0,347.1017007983339,34.71017007983339,0,0
Sabino,2011,4,72,1,18,4,3544608,5237,0,NA,76.37960664502577,1374.832919610464,19.094901661256444,343.708229902616,76.37960664502577,0,0
Sagres,2011,0,10,0,17,2,3544707,2392,0,NA,0,418.0602006688963,0,710.7023411371237,83.61204013377926,0,0
Sales,2011,2,62,0,45,2,3544806,5519,0,NA,36.23844899438304,1123.3919188258742,0,815.3651023736185,36.23844899438304,0,0
Sales Oliveira,2011,6,105,1,33,2,3544905,10663,1,2000,56.26934258651412,984.7134952639971,9.378223764419019,309.48138422582764,18.756447528838038,1,0
Salesópolis,2011,8,126,1,84,7,3545001,15733,0,NA,50.848534926587426,800.864425093752,6.356066865823428,533.9096167291681,44.492468060764,0,0
Salmourão,2011,1,21,0,39,2,3545100,4850,0,NA,20.61855670103093,432.98969072164954,0,804.1237113402062,41.23711340206186,0,0
Saltinho,2011,13,82,0,17,0,3545159,7156,0,NA,181.66573504751258,1145.8915595304638,0,237.56288429290106,0,0,0
Salto,2011,229,1050,11,385,24,3545209,106464,1,1984,215.09618274721973,986.248872858431,10.332131048993087,361.62458671475804,22.54283137962128,1,0
Salto de Pirapora,2011,73,524,4,176,8,3545308,40520,1,2006,180.15794669299112,1293.188548864758,9.871668311944719,434.35340572556765,19.743336623889437,0,1
Salto Grande,2011,9,169,0,67,3,3545407,8813,0,NA,102.12186542607512,1917.6216952229659,0,760.2405537274481,34.040621808691704,0,0
Sandovalina,2011,2,42,0,29,3,3545506,3746,0,NA,53.39028296849973,1121.1959423384944,0,774.1591030432461,80.08542445274959,0,0
Santa Adélia,2011,6,68,0,71,0,3545605,14401,0,NA,41.66377334907298,472.1894312894938,0,493.0213179640303,0,0,0
Santa Albertina,2011,1,16,0,12,0,3545704,5734,0,NA,17.439832577607255,279.0373212417161,0,209.27799093128706,0,0,0
Santa Bárbara d'Oeste,2011,932,718,18,535,23,3545803,180771,1,1996,515.5694220865073,397.1876019936827,9.957349353602071,295.9545502320616,12.723279729602647,1,0
Santa Branca,2011,29,133,1,65,3,3546009,13821,0,NA,209.8256276680414,962.3037406844657,7.235366471311772,470.2988206352652,21.706099413935316,0,0
Santa Clara d'Oeste,2011,1,15,0,20,0,3546108,2081,0,NA,48.05382027871216,720.8073041806823,0,961.0764055742433,0,0,0
Santa Cruz da Conceição,2011,2,66,0,23,0,3546207,4038,1,1985,49.529470034670624,1634.4725111441307,0,569.5889053987122,0,1,0
Santa Cruz da Esperança,2011,1,17,0,15,2,3546256,1965,0,NA,50.89058524173028,865.1399491094147,0,763.3587786259542,101.78117048346056,0,0
Santa Cruz das Palmeiras,2011,25,411,5,303,12,3546306,30268,1,2004,82.59548037531387,1357.8696973701599,16.519096075062773,1001.057222148804,39.64583058015065,0,1
