mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
Franco da Rocha,2001,187,1270,41,591,15,3516408,110755,1,1998,168.84113584036837,1146.6750936752292,37.0186447564444,533.6102207575278,13.543406618211367,1,0
Gabriel Monteiro,2001,1,8,0,9,0,3516507,2758,0,NA,36.25815808556926,290.06526468455405,0,326.3234227701233,0,0,0
Gália,2001,1,75,0,26,0,3516606,7730,0,NA,12.936610608020699,970.2457956015523,0,336.3518758085382,0,0,0
Garça,2001,12,480,4,343,2,3516705,43368,0,NA,27.67017155506364,1106.8068622025455,9.223390518354547,790.9057369489024,4.6116952591772735,0,0
Gastão Vidigal,2001,1,47,1,42,0,3516804,3551,0,NA,28.161081385525204,1323.5708251196845,28.161081385525204,1182.7654181920586,0,0,0
Gavião Peixoto,2001,4,24,1,4,0,3516853,4109,0,NA,97.34728644439036,584.0837186663422,24.33682161109759,97.34728644439036,0,0,0
General Salgado,2001,3,75,0,91,2,3516903,10819,0,NA,27.7289952860708,693.2248821517701,0,841.1128570108143,18.485996857380535,0,0
Getulina,2001,2,56,1,74,0,3517000,10406,0,NA,19.219680953296173,538.15106669229294,9.609840476648086,711.1281952719585,0,0,0
Glicério,2001,4,40,0,29,0,3517109,4455,0,NA,89.78675645342312,897.8675645342313,0,650.9539842873177,0,0,0
Guaiçara,2001,3,269,0,101,0,3517208,9552,0,NA,31.407035175879397,2816.164154103853,0,1057.3701842546063,0,0,0
Guaimbê,2001,0,24,1,23,0,3517307,5217,0,NA,0,460.0345025876941,19.168104274487252,440.8663983132068,0,0,0
Guaíra,2001,27,934,7,365,2,3517406,35032,1,1999,77.07239095683946,2666.133820506965,19.98173098881023,1041.9045444165336,5.709065996802924,1,0
Guapiaçu,2001,12,73,1,37,1,3517505,14477,0,NA,82.89010154037439,504.24811770394416,6.907508461697865,255.57781308282102,6.907508461697865,0,0
Guapiara,2001,4,128,1,72,1,3517604,19900,0,NA,20.100502512562816,643.2160804020101,5.025125628140704,361.80904522613065,5.025125628140704,0,0
Guará,2001,5,603,3,124,1,3517703,19244,0,NA,25.982124298482645,3133.444190397007,15.589274579089587,644.3566826023696,5.196424859696529,0,0
Guaraçaí,2001,0,41,0,62,0,3517802,8968,1,2010,0,457.1810883140053,0,691.3470115967885,0,0,0
Guaraci,2001,1,83,2,94,2,3517901,8938,0,NA,11.188185276348175,928.6193779368986,22.37637055269635,1051.6894159767285,22.37637055269635,0,0
Guarani d'Oeste,2001,0,14,0,30,0,3518008,2027,0,NA,0,690.6758756783424,0,1480.0197335964478,0,0,0
Guarantã,2001,4,39,0,13,1,3518107,6836,0,NA,58.51375073142189,570.5090696313633,0,190.1696898771211,14.628437682855472,0,0
Guararapes,2001,8,925,1,203,0,3518206,29085,0,NA,27.505587072374073,3180.3335052432526,3.438198384046759,697.9542719614922,0,0,0
Guararema,2001,60,288,2,166,5,3518305,22361,0,NA,268.3243146549797,1287.9567103439022,8.944143821832656,742.3639372121104,22.360359554581635,0,0
Guaratinguetá,2001,112,217,12,604,11,3518404,105459,0,NA,106.20241041542211,205.7671701798803,11.378829687366656,572.7344275974549,10.4305938800861,0,0
Guareí,2001,4,72,0,59,2,3518503,10401,1,2015,38.45784059225075,692.2411306605135,0,567.2531487356986,19.228920296125374,0,0
Guariba,2001,10,482,5,198,1,3518602,31319,0,NA,31.929499664740256,1539.0018838404803,15.964749832370128,632.2040933618571,3.1929499664740253,0,0
Guarujá,2001,402,5,157,1,51,3518701,271902,1,1999,147.8473861906128,1.8388978381917014,57.74139211921943,0.3677795676383403,18.756757949555354,1,0
Guarulhos,2001,7,12,514,3,105,3518800,1106064,1,1992,0.632874770356869,1.0849281777546327,46.4710902804901,0.27123204443865817,9.493121555353035,1,0
Guatapará,2001,3,83,2,37,2,3518859,6442,0,NA,46.56938838869917,1288.4197454206767,31.04625892579944,574.3557901272897,31.04625892579944,0,0
Guzolândia,2001,0,24,0,30,1,3518909,4203,0,NA,0,571.0206995003568,0,713.775874375446,23.792529145848206,0,0
Herculândia,2001,3,51,1,53,0,3519006,8113,0,NA,36.97769012695674,628.6207321582646,12.32589670898558,653.2725255762357,0,0,0
Holambra,2001,28,110,0,35,0,3519055,7453,1,1994,375.6876425600429,1475.9157386287402,0,469.60955320005365,0,1,0
Hortolândia,2001,623,2,89,527,16,3519071,159749,1,1993,389.9867917796043,1.2519640185541068,55.71239882565774,329.89251888900714,10.015712148432854,1,0
Iacanga,2001,2,56,0,30,1,3519105,8369,0,NA,23.89771776795316,669.1360975026885,0,358.4657665192974,11.94885888397658,0,0
Iacri,2001,4,72,0,51,3,3519204,6742,1,1996,59.32957579353308,1067.9323642835955,0,756.4520913675467,44.49718184514981,1,0
Iaras,2001,3,61,1,34,0,3519253,3168,0,NA,94.6969696969697,1925.5050505050503,31.565656565656568,1073.232323232323,0,0,0
Ibaté,2001,23,274,3,112,0,3519303,27389,1,1985,83.97531855854541,1000.4016210887582,10.953302420679835,408.9232903720472,0,1,0
Ibirá,2001,5,57,1,30,0,3519402,9534,0,NA,52.44388504300399,597.8602894902455,10.488777008600797,314.6633102580239,0,0,0
Ibirarema,2001,2,34,0,14,2,3519501,5714,0,NA,35.00175008750438,595.0297514875743,0,245.0122506125306,35.00175008750438,0,0
Ibitinga,2001,34,632,4,580,10,3519600,47624,1,2010,71.39257517218209,1327.0619855535024,8.399126490844953,1217.8733411725182,20.99781622711238,0,0
Ibiúna,2001,320,884,25,203,8,3519709,66193,1,1997,483.434804284441,1335.4886468357681,37.768344084721946,306.6789539679422,12.085870107111024,1,0
Icém,2001,3,62,1,36,1,3519808,6855,0,NA,43.7636761487965,904.4493070751276,14.587892049598832,525.164113785558,14.587892049598832,0,0
Iepê,2001,0,50,0,52,1,3519907,7212,0,NA,0,693.2889628397115,0,721.0205213533001,13.865779256794234,0,0
Igaraçu do Tietê,2001,15,390,1,211,2,3520004,22818,0,NA,65.73757559821193,1709.1769655535104,4.382505039880796,924.7085634148478,8.765010079761591,0,0
Igarapava,2001,15,456,1,195,2,3520103,26371,0,NA,56.88066436615979,1729.1721967312576,3.7920442910773198,739.4486367600773,7.5840885821546395,0,0
Igaratá,2001,13,119,4,32,2,3520202,8533,0,NA,152.34970116020156,1394.585726004922,46.87683112621587,375.01464900972695,23.438415563107935,0,0
Iguape,2001,20,539,1,239,8,3520301,27558,0,NA,72.57420712678714,1955.8748820669134,3.628710356339357,867.2617751651063,29.029682850714856,0,0
Ilha Comprida,2001,3,512,1,88,1,3520426,7081,0,NA,42.366897330885465,7230.61714447112,14.122299110295156,1242.7623217059736,14.122299110295156,0,0
Ilha Solteira,2001,19,390,1,165,0,3520442,24265,1,1993,78.3020811868947,1607.253245415207,4.121162167731301,679.9917576756645,0,1,0
Ilhabela,2001,5,532,2,179,0,3520400,21629,0,NA,23.11711128577373,2459.660640806325,9.246844514309492,827.5925840306995,0,0,0
Indaiatuba,2001,548,458,36,652,15,3520509,152462,1,1983,359.4338261337251,300.40272330154403,23.612441132872455,427.64754496202335,9.838517138696856,1,0
Indiana,2001,0,21,1,36,0,3520608,4972,0,NA,0,422.3652453740949,20.112630732099756,724.0547063555913,0,0,0
Indiaporã,2001,1,11,0,25,0,3520707,3971,0,NA,25.182573659027952,277.0083102493075,0,629.5643414756988,0,0,0
Inúbia Paulista,2001,0,11,0,41,0,3520806,3316,0,NA,0,331.72496984318457,0,1236.4294330518696,0,0,0
Ipaussu,2001,4,104,0,82,0,3520905,12694,0,NA,31.510950055144164,819.2847014337482,0,645.9744761304553,0,0,0
Iperó,2001,9,204,5,85,2,3521002,20240,1,1996,44.466403162055336,1007.905138339921,24.70355731225296,419.9604743083004,9.881422924901186,1,0
Ipeúna,2001,8,87,0,38,0,3521101,4517,0,NA,177.10870046491033,1926.0571175558998,0,841.266327208324,0,0,0
Ipiguá,2001,1,22,0,21,1,3521150,3673,0,NA,27.225701061802344,598.9654233596515,0,571.7397222978492,27.225701061802344,0,0
Iporanga,2001,0,38,1,18,1,3521200,4558,0,NA,0,833.6989907854322,21.93944712593243,394.9100482667837,21.93944712593243,0,0
Ipuã,2001,2,32,0,71,0,3521309,12054,0,NA,16.592002654720424,265.4720424755268,0,589.016094242575,0,0,0
Iracemápolis,2001,25,179,0,97,0,3521408,15987,1,1989,156.37705635829113,1119.6597235253644,0,606.7429786701695,0,1,0
Irapuã,2001,5,27,0,17,0,3521507,6729,0,NA,74.3052459503641,401.2483281319661,0,252.63783623123794,0,0,0
Irapuru,2001,0,38,0,39,0,3521606,7361,1,2003,0,516.2342073087896,0,529.8193180274419,0,0,0
Itaberá,2001,5,188,1,80,2,3521705,18968,0,NA,26.360185575706453,991.1429776465626,5.27203711514129,421.76296921130324,10.54407423028258,0,0
Itaí,2001,11,82,5,135,2,3521804,21450,0,NA,51.282051282051285,382.2843822843823,23.31002331002331,629.3706293706294,9.324009324009324,0,0
Itajobi,2001,2,29,0,67,0,3521903,14352,0,NA,13.935340022296543,202.0624303232999,0,466.83389074693423,0,0,0
Itaju,2001,0,21,1,11,0,3522000,2673,0,NA,0,785.6341189674524,37.41114852225963,411.522633744856,0,0,0
Itanhaém,2001,173,455,34,612,8,3522109,75124,1,1998,230.28592726691872,605.6653000372717,45.25850593685107,814.6531068633193,10.649060220435546,1,0
Itaóca,2001,0,6,0,9,0,3522158,3170,0,NA,0,189.27444794952683,0,283.9116719242902,0,0,0
Itapecerica da Serra,2001,686,1343,104,231,14,3522208,134499,1,1994,510.04096684733713,998.5204350961717,77.32399497394032,171.74848883634823,10.408999323415044,1,0
Itapetininga,2001,197,220,15,961,15,3522307,128306,1,2008,153.5391953610899,171.46509126619176,11.690801677240348,748.9906941218649,11.690801677240348,0,0
Itapeva,2001,18,78,3,920,22,3522406,83971,1,1993,21.4359719426945,92.88921175167617,3.5726619904490833,1095.616343737719,26.19952126329328,1,0
Itapevi,2001,376,866,114,682,16,3522505,169106,1,1997,222.3457476375764,512.1048336546309,67.41333837947796,403.2973401298594,9.461521176067082,1,0
Itapira,2001,134,143,15,401,4,3522604,64563,1,1997,207.5492154949429,221.4890881774391,23.23312113749361,621.0987717423292,6.1954989699982965,1,0
Itapirapuã Paulista,2001,1,17,1,11,0,3522653,3616,0,NA,27.654867256637168,470.1327433628319,27.654867256637168,304.20353982300884,0,0,0
Itápolis,2001,22,340,2,291,5,3522703,38320,1,1986,57.41127348643006,887.2651356993737,5.219206680584551,759.3945720250522,13.048016701461377,1,0
Itaporanga,2001,8,31,0,53,1,3522802,14304,0,NA,55.92841163310962,216.7225950782998,0,370.5257270693512,6.991051454138702,0,0
Itapuí,2001,3,75,1,36,2,3522901,10435,0,NA,28.749401054144705,718.7350263536176,9.583133684714902,344.9928126497365,19.166267369429804,0,0
Itapura,2001,0,70,0,41,1,3523008,3842,0,NA,0,1821.9677251431547,0,1067.1525247267048,26.028110359187924,0,0
Itaquaquecetuba,2001,930,2,209,526,43,3523107,285610,1,1998,325.6188508805714,0.7002555932915514,73.17670949896713,184.16722103567804,15.055495255768356,1,0
Itararé,2001,19,693,6,278,4,3523206,47098,1,2000,40.341415771370336,1471.4000594505076,12.73939445411695,590.2586097074186,8.492929636077966,1,0
Itariri,2001,18,135,5,91,7,3523305,13831,0,NA,130.1424336635095,976.0682524763214,36.15067601764153,657.9423035210759,50.610946424698135,0,0
Itatiba,2001,176,1050,6,424,11,3523404,83246,1,1967,211.4215698051558,1261.32186531485,7.2075535160848565,509.3337818033299,13.213848112822237,1,0
Itatinga,2001,3,77,4,119,0,3523503,15643,1,2002,19.17790705107716,492.2329476443137,25.570542734769543,760.723646359394,0,0,0
Itirapina,2001,26,207,3,100,1,3523602,13144,0,NA,197.8088861838101,1574.863055386488,22.82410225197809,760.8034083992696,7.608034083992696,0,0
Itirapuã,2001,2,41,0,15,0,3523701,5495,0,NA,36.39672429481347,746.1328480436761,0,272.975432211101,0,0,0
Itobi,2001,2,27,0,37,0,3523800,7548,0,NA,26.497085320614733,357.7106518282989,0,490.19607843137254,0,0,0
Itu,2001,557,579,37,647,9,3523909,138741,1,1986,401.46748257544635,417.3243669859667,26.66839650860236,466.3365551639385,6.4869072588492225,1,0
Itupeva,2001,89,357,5,130,0,3524006,27142,1,1991,327.90509173973913,1315.3046938324367,18.421634367401076,478.962493552428,0,1,0
Ituverava,2001,13,877,3,299,7,3524105,36668,0,NA,35.45325624522744,2391.73120977419,8.181520671975564,815.4248936402313,19.09021490127632,0,0
Jaborandi,2001,2,65,0,82,1,3524204,6419,0,NA,31.15750116840629,1012.6187879732046,0,1277.457547904658,15.578750584203146,0,0
Jaboticabal,2001,50,77,7,593,9,3524303,68403,0,NA,73.0962092305893,112.56816221510753,10.233469292282502,866.921041474789,13.157317661506074,0,0
Jacareí,2001,820,3,57,753,25,3524402,194733,1,1960,421.08938906091936,1.5405709355887292,29.270847776185853,386.68330483277106,12.838091129906077,1,0
Jaci,2001,1,43,0,29,0,3524501,4079,0,NA,24.515812699190977,1054.1799460652119,0,710.9585682765384,0,0,0
Jacupiranga,2001,11,158,1,110,4,3524600,17310,0,NA,63.5470826112074,912.7671865973425,5.7770075101097635,635.470826112074,23.108030040439054,0,0
Jaguariúna,2001,187,684,5,82,3,3524709,30293,1,1999,617.3043277324795,2257.947380582973,16.505463308355065,270.6895982570231,9.90327798501304,1,0
Jales,2001,46,547,4,281,3,3524808,46769,0,NA,98.35574846586415,1169.5781393658192,8.55267377964036,600.8253330197352,6.41450533473027,0,0
Jambeiro,2001,9,43,0,23,0,3524907,4080,0,NA,220.58823529411765,1053.921568627451,0,563.7254901960785,0,0,0
Jandira,2001,324,1184,49,308,12,3525003,95285,1,1997,340.0325339770163,1242.5880253974917,51.42467334837593,323.2408039040772,12.59379755470431,1,0
Jardinópolis,2001,38,733,4,242,3,3525102,31533,0,NA,120.50867345320775,2324.5488852947706,12.685123521390288,767.4499730441125,9.513842641042718,0,0
Jarinu,2001,47,259,5,93,0,3525201,18512,1,2013,253.8893690579084,1399.0924805531547,27.009507346586002,502.3768366464996,0,0,0
Jaú,2001,152,122,6,773,10,3525300,113952,1,2001,133.38949733221006,107.06262285874755,5.265374894692502,678.355798932884,8.775624824487503,0,1
Jeriquara,2001,0,45,0,51,0,3525409,3279,0,NA,0,1372.3696248856359,0,1555.352241537054,0,0,0
Joanópolis,2001,7,103,1,101,5,3525508,10658,0,NA,65.67836367048227,966.4102082942389,9.382623381497467,947.6449615312441,46.91311690748733,0,0
João Ramalho,2001,1,11,0,30,1,3525607,3936,0,NA,25.406504065040654,279.4715447154472,0,762.1951219512194,25.406504065040654,0,0
José Bonifácio,2001,29,379,3,213,2,3525706,29200,0,NA,99.31506849315069,1297.945205479452,10.273972602739727,729.4520547945206,6.8493150684931505,0,0
Júlio Mesquita,2001,0,29,0,19,2,3525805,4203,0,NA,0,689.9833452295978,0,452.05805377111585,47.58505829169641,0,0
Jumirim,2001,3,22,0,8,1,3525854,2265,0,NA,132.4503311258278,971.3024282560706,0,353.2008830022075,44.150110375275936,0,0
Jundiaí,2001,548,5,73,2,45,3525904,326915,1,1949,167.6276708012786,1.529449551106557,22.329963446155727,0.6117798204426227,13.76504595995901,1,0
Junqueirópolis,2001,2,77,0,184,0,3526001,16913,0,NA,11.82522320108792,455.27109324188496,0,1087.9205345000887,0,0,0
Juquiá,2001,11,257,7,121,1,3526100,20877,1,1990,52.689562676629784,1231.019782535805,33.52972170330986,579.5851894429277,4.78996024332998,1,0
Juquitiba,2001,92,374,4,73,6,3526209,27278,0,NA,337.2681281618887,1371.0682601363737,14.663831659212553,267.61492778062905,21.99574748881883,0,0
Lagoinha,2001,1,28,2,5,0,3526308,4998,0,NA,20.008003201280513,560.2240896358544,40.016006402561025,100.04001600640257,0,0,0
Laranjal Paulista,2001,28,352,2,150,3,3526407,22442,1,1996,124.76606363069246,1568.4876570715621,8.911861687906605,668.3896265929952,13.367792531859905,1,0
Lavínia,2001,0,57,0,51,0,3526506,5100,0,NA,0,1117.6470588235295,0,1000,0,0,0
Lavrinhas,2001,5,74,1,32,0,3526605,6172,1,2017,81.01101749837979,1198.9630589760206,16.202203499675957,518.4705119896306,0,0,0
Leme,2001,206,229,10,655,7,3526704,82167,1,1998,250.70892207333844,278.7006949261869,12.170336022977596,797.1570095050324,8.519235216084317,1,0
Lençóis Paulista,2001,55,805,3,273,0,3526803,56276,1,2018,97.73260359655981,1430.44992536783,5.330869287085081,485.1091051247423,0,0,0
Limeira,2001,772,4,34,1,17,3526902,253649,1,1983,304.3575965211769,1.5769823653946988,13.404350105854942,0.3942455913486747,6.702175052927471,1,0
Lindóia,2001,13,99,0,24,0,3527009,5456,1,2017,238.26979472140764,1814.5161290322583,0,439.8826979472141,0,0,0
Lins,2001,60,130,1,648,11,3527108,66856,1,2018,89.74512384827091,194.4477683379203,1.4957520641378486,969.2473375613257,16.453272705516333,0,0
Lorena,2001,50,800,33,425,12,3527207,78778,1,2015,63.469496559953285,1015.5119449592526,41.88986772956917,539.4907207596029,15.232679174388789,0,0
Lourdes,2001,1,6,0,6,0,3527256,2049,0,NA,48.80429477794046,292.82576866764276,0,292.82576866764276,0,0,0
Louveira,2001,75,240,2,175,2,3527306,24917,1,1983,300.9993177348798,963.1978167516153,8.026648472930127,702.3317413813862,8.026648472930127,1,0
Lucélia,2001,2,74,0,145,2,3527405,18358,0,NA,10.894432944765226,403.0940189563134,0,789.8463884954788,10.894432944765226,0,0
Lucianópolis,2001,0,10,0,13,0,3527504,2128,0,NA,0,469.92481203007515,0,610.9022556390977,0,0,0
Luís Antônio,2001,10,65,0,49,1,3527603,7316,0,NA,136.6867140513942,888.4636413340623,0,669.7648988518316,13.66867140513942,0,0
Luiziânia,2001,1,23,0,24,0,3527702,4285,0,NA,23.337222870478413,536.7561260210035,0,560.0933488914819,0,0,0
Lupércio,2001,0,7,0,12,0,3527801,4237,0,NA,0,165.21123436393674,0,283.21925890960586,0,0,0
Lutécia,2001,0,15,0,20,0,3527900,2927,0,NA,0,512.4701059104885,0,683.2934745473182,0,0,0
Macatuba,2001,10,109,0,54,3,3528007,16034,0,NA,62.36746912810278,679.8054134963203,0,336.784333291755,18.710240738430834,0,0
Macaubal,2001,0,29,0,58,0,3528106,7145,0,NA,0,405.87823652904126,0,811.7564730580825,0,0,0
Macedônia,2001,1,12,0,7,0,3528205,3738,0,NA,26.75227394328518,321.02728731942216,0,187.26591760299627,0,0,0
Magda,2001,0,7,0,13,0,3528304,3390,0,NA,0,206.4896755162242,0,383.48082595870204,0,0,0
Mairinque,2001,135,502,16,175,4,3528403,40945,1,1989,329.71058737330566,1226.034924899255,39.076810355354745,427.4026132616925,9.769202588838686,1,0
Mairiporã,2001,268,1109,15,402,28,3528502,62136,1,2002,431.31196086004894,1784.794644006695,24.140594824256468,646.9679412900733,45.06244367194541,0,0
Manduri,2001,5,44,0,57,3,3528601,8381,0,NA,59.65875193890943,524.997017062403,0,680.1097721035676,35.79525116334566,0,0
Marabá Paulista,2001,0,22,0,20,0,3528700,3717,0,NA,0,591.8751681463546,0,538.0683346785041,0,0,0
Maracaí,2001,4,122,1,122,0,3528809,13035,0,NA,30.686612965093975,935.9416954353662,7.671653241273494,935.9416954353662,0,0,0
Marapoama,2001,0,10,0,10,0,3528858,2282,0,NA,0,438.21209465381247,0,438.21209465381247,0,0,0
Mariápolis,2001,0,2,0,28,0,3528908,3793,0,NA,0,52.72871078302136,0,738.201950962299,0,0,0
Marília,2001,139,418,19,1,15,3529005,201574,0,NA,68.9573060017661,207.3680137319297,9.425818805996805,0.49609572663141077,7.441435899471163,0,0
Marinópolis,2001,0,4,0,14,0,3529104,2205,0,NA,0,181.40589569161,0,634.9206349206349,0,0,0
Martinópolis,2001,1,140,1,195,1,3529203,22672,0,NA,4.4107268877911086,617.5017642907552,4.4107268877911086,860.0917431192661,4.4107268877911086,0,0
Matão,2001,57,736,6,561,2,3529302,72746,1,1985,78.35482363291453,1011.7394770846506,8.24787617188574,771.1764220713167,2.7492920572952464,1,0
Mauá,2001,731,5,184,1,40,3529401,371475,1,1967,196.7830944208897,1.345985597954102,49.532270004710945,0.2691971195908204,10.767884783632816,1,0
Mendonça,2001,2,25,0,42,0,3529500,3784,0,NA,52.854122621564485,660.676532769556,0,1109.936575052854,0,0,0
Meridiano,2001,3,18,0,14,0,3529609,4055,0,NA,73.98273736128237,443.89642416769425,0,345.25277435265104,0,0,0
Mesópolis,2001,0,2,0,8,0,3529658,1920,0,NA,0,104.16666666666667,0,416.6666666666667,0,0,0
Miguelópolis,2001,10,320,3,195,2,3529708,19202,0,NA,52.077908551192586,1666.4930736381627,15.623372565357776,1015.5192167482554,10.415581710238516,0,0
Mineiros do Tietê,2001,3,98,2,115,0,3529807,11650,0,NA,25.751072961373392,841.2017167381973,17.16738197424893,987.1244635193134,0,0,0
Mira Estrela,2001,0,12,0,16,0,3530003,2587,0,NA,0,463.8577502899111,0,618.4770003865481,0,0,0
Miracatu,2001,61,273,13,67,5,3529906,22774,0,NA,267.84930183542633,1198.735400017564,57.08263809607447,294.19513480284536,21.954860806182488,0,0
Mirandópolis,2001,6,173,2,177,1,3530102,26112,0,NA,22.977941176470587,662.530637254902,7.659313725490196,677.8492647058823,3.829656862745098,0,0
Mirante do Paranapanema,2001,4,262,2,155,2,3530201,16335,1,2018,24.487297214569942,1603.9179675543312,12.243648607284971,948.8827670645853,12.243648607284971,0,0
Mirassol,2001,46,736,0,468,6,3530300,49420,0,NA,93.07972480777013,1489.2755969243221,0,946.9850263051396,12.140833670578713,0,0
Mirassolândia,2001,3,26,0,23,0,3530409,3832,0,NA,78.28810020876827,678.4968684759917,0,600.2087682672234,0,0,0
Mococa,2001,46,118,2,565,6,3530508,66409,1,1984,69.26771973678267,177.68675932479033,3.011639988555768,850.7882967670045,9.034919965667305,1,0
Mogi das Cruzes,2001,892,5,40,2,48,3530607,336618,1,2002,264.98880036124035,1.4853632307244413,11.88290584579553,0.5941452922897765,14.259487014954637,0,0
Mogi Guaçu,2001,265,416,13,637,9,3530706,127001,1,1982,208.65977433248557,327.55647593326034,10.236139872914386,501.5708537728049,7.086558373556114,1,0
Mogi Mirim,2001,307,275,11,412,19,3530805,83412,1,1980,368.05255838488466,329.68877379753513,13.187550951901406,493.93372656212534,22.77849709873879,1,0
Mombuca,2001,4,26,0,7,0,3530904,3162,1,2009,126.5022137887413,822.2643896268185,0,221.3788741302973,0,0,0
