id_municipio,ano,pib
3506102,2002,910417390
3506102,2003,1032723850
3506102,2004,1032492552
3506102,2005,941717874
3506102,2006,1069564713
3506102,2007,1087498438
3506102,2008,1226286231
3506102,2009,1268716679
3506102,2010,1446951175
3506102,2011,1729037826
3506102,2012,1958313889
3506102,2013,2128817408
3506102,2014,2629210220
3506102,2015,2786590827
3506102,2016,3254483196
3506102,2017,3220582682
3506102,2018,3344551366
3506201,2002,36483466
3506201,2003,52741807
3506201,2004,51885463
3506201,2005,63507817
3506201,2006,81976356
3506201,2007,71830446
3506201,2008,65662561
3506201,2009,88410231
3506201,2010,105467985
3506201,2011,109893640
3506201,2012,113812657
3506201,2013,99884082
3506201,2014,109516851
3506201,2015,115947741
3506201,2016,148228176
3506201,2017,186127564
3506201,2018,167547352
3506300,2002,59368906
3506300,2003,68514378
3506300,2004,61650975
3506300,2005,68313683
3506300,2006,84399626
3506300,2007,88679382
3506300,2008,100289221
3506300,2009,109658826
3506300,2010,114787486
3506300,2011,127923117
3506300,2012,148594786
3506300,2013,168924949
3506300,2014,178840739
3506300,2015,188251509
3506300,2016,226257115
3506300,2017,228971741
3506300,2018,220258530
3506359,2002,261231573
3506359,2003,303125304
3506359,2004,513175525
3506359,2005,621826100
3506359,2006,564770988
3506359,2007,523080491
3506359,2008,608155907
3506359,2009,698751080
3506359,2010,1097980295
3506359,2011,1591052517
3506359,2012,1313178789
3506359,2013,1513769414
3506359,2014,1538381312
3506359,2015,1519702471
3506359,2016,1486902951
3506359,2017,1604987320
3506359,2018,1690596244
3506409,2002,57229977
3506409,2003,62778150
3506409,2004,63914986
3506409,2005,64593808
3506409,2006,70177630
3506409,2007,78404442
3506409,2008,84008477
3506409,2009,94354771
3506409,2010,93940965
3506409,2011,102154746
3506409,2012,122305339
3506409,2013,136178089
3506409,2014,149727641
3506409,2015,155759130
3506409,2016,190067328
3506409,2017,182767546
